Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,LV,DK,,,1,tusks,,E,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MC,FR,XX,,2,carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MC,FR,XX,4,,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MG,FR,XX,,2,carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MO,FR,XX,,4,carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MX,CH,XX,,2,ivory carvings,,,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MX,CU,XX,,12,ivory carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MX,FR,XX,,1,carvings,pairs,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MX,FR,XX,,1,carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MX,FR,XX,,4,carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NC,FR,XX,,14,carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,CH,XX,3,,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,CH,XX,,3,ivory carvings,,,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,CU,XX,,11,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,JP,XX,1,,ivory carvings,,E,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,US,XX,1,,ivory carvings,,E,U
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,CH,XX,,1,ivory carvings,,,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,OM,FR,XX,,4,carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PE,CU,XX,,1,ivory carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PK,JP,XX,,3,ivory carvings,,Q,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PL,BE,XX,1,,carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PL,BE,XX,,1,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PT,CH,XX,,1,ivory carvings,,,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PT,US,XX,1,1,ivory carvings,,E,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,QA,CH,XX,,1,ivory carvings,,,U
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,CA,XX,,8,ivory carvings,,Q,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,ES,XX,,1,carvings,,Q,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,FR,XX,,1,carvings,,Q,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,FR,XX,,41,carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,SE,XX,,4,ivory pieces,,Q,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,SE,,3,,ivory carvings,,Q,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,US,XX,,4,ivory carvings,,E,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,US,XX,,1,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SA,FR,XX,,26,carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SA,US,XX,,2,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SE,RU,XX,,3,ivory carvings,,Q,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SE,US,XX,,1,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SE,US,,1,,carvings,,Q,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SY,FR,XX,,4,carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,TR,FR,XX,,2,carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,TW,FR,XX,,35,carvings,,Q,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,UA,CU,XX,,1,ivory carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,UA,FR,XX,,6,carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,AR,XX,8,,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,AT,XX,52,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,AU,XX,,1,ivory carvings,pairs,T,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,AU,XX,,1,ivory carvings,sets,T,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,AU,XX,8,,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,AU,XX,,12,ivory carvings,,T,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,AU,XX,1,,ivory pieces,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,BE,XX,,1,ivory carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,BE,XX,50,,ivory carvings,,P,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,BE,XX,1,4,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,FR,,1,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,US,,1,ivory carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,2,,ivory carvings,sets,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,2,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,,2,ivory carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,52,,ivory carvings,,P,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,5,,ivory carvings,,T,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,12,6,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,1,,skin pieces,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,,,2,ivory carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,,,1,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,540,,ivory carvings,g,T,U
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,2,,ivory carvings,sets,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,,3,ivory carvings,sets,,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,1,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,1,,ivory carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,2,,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,,23,ivory carvings,,,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,,2,ivory carvings,,,U
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,2,,ivory pieces,,P,U
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CN,XX,2,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CN,XX,1,,ivory pieces,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,DE,XX,,2,ivory carvings,,Q,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,DE,XX,1,,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,DE,XX,396,,ivory carvings,,T,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,DE,XX,1,,ivory pieces,,E,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,DK,XX,,4,carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,EG,XX,3,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,US,,1,carvings,,Q,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,,1,carvings,,E,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,,6,carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,,10,carvings,,Q,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,,109,carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,3,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,2,,ivory carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,2,,ivory carvings,,P,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,5,,ivory carvings,,T,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,6,,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GA,XX,13,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,1,,ivory carvings,sets,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,1,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,2,,ivory carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,52,,ivory carvings,,T,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,1,,tusks,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,1,,ivory carvings,,P,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HU,XX,3,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IN,XX,1,,teeth,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IT,XX,2,,ivory carvings,sets,E,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IT,XX,1,,ivory carvings,sets,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IT,XX,11,,ivory carvings,,Q,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IT,XX,,2,ivory pieces,,E,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IT,XX,,1,ivory pieces,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,1,,carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,1,,ivory carvings,,E,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,,1,ivory carvings,,E,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,10,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,8,,ivory carvings,,T,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,2,,tusks,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,LA,XX,3,,skin pieces,,P,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,LB,XX,3,,ivory carvings,,P,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,MC,XX,,1,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,MX,XX,6,,shoes,,P,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,NA,XX,1,,hair products,,P,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,NG,XX,2,,tusks,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,NL,XX,,1,ivory carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,NL,XX,1,56,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,NL,XX,9,,ivory pieces,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,PH,XX,3,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,PH,XX,,1,ivory carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,PH,XX,1,,ivory pieces,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,SG,XX,10,,leather products (small),,T,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,XX,19,,carvings,,P,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,XX,1,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,XX,1,,ivory carvings,,P,W
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,XX,156,,leather products (small),,T,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,XX,687,,skin pieces,g,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TW,XX,3,,ivory carvings,,T,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,VN,XX,1,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,XX,,5,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,XX,,13,,ivory carvings,,T,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,XX,,1,,tusks,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZA,XX,108,,hair,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZA,XX,1,,ivory carvings,,P,I
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,XX,CA,XX,,1,ivory carvings,,Q,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,XX,CA,XX,,10,ivory carvings,,T,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,XX,CA,,,11,ivory carvings,,P,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,XX,CH,XX,,114,ivory carvings,,,O
2001,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ZA,CH,XX,,1,ivory carvings,,,W
2001,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CA,XX,,3,ivory carvings,,Q,O
2001,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,CN,XX,15,,ivory carvings,pairs,Q,O
2001,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,KR,RU,,8,ivory pieces,,T,O
2001,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,XX,CA,XX,,1,ivory pieces,,T,C
2001,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,XX,CA,XX,,2,ivory pieces,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,CH,XX,,2,ivory carvings,sets,,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,CH,XX,1,,ivory carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,CH,XX,,1,ivory carvings,,,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,CA,,,10,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,CH,XX,,1,ivory carvings,sets,,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,DK,XX,,1,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,PH,XX,,1,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,ZA,,,2,ivory carvings,,P,W
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,CH,XX,6,,carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,CH,XX,,17,ivory carvings,,,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,HU,XX,,1,derivatives,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,US,XX,1,,carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,US,XX,,7,ivory pieces,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,XX,,1,,ivory pieces,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BR,FR,XX,,5,ivory carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,CU,XX,,4,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,FR,XX,,1,ivory carvings,,E,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,FR,XX,,1,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,FR,XX,3,,ivory carvings,,Q,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,FR,,1,,ivory carvings,,Q,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GB,XX,2,,ivory carvings,sets,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GB,XX,4,,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,LY,XX,1,,tusks,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,LY,,1,,tusks,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,GB,1,,ivory carvings,,P,W
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,XX,3,,ivory carvings,sets,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,XX,2,,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,XX,1,,ivory carvings,,P,W
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,,3,,ivory carvings,sets,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,ZA,,,1,ivory carvings,,P,W
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,ZA,,,2,tusks,,P,W
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,AT,XX,,1,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,AT,XX,,1,ivory carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,BE,XX,,5,carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,BE,XX,6,,ivory carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,CZ,XX,,1,ivory carvings,,Q,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,5,5,ivory carvings,sets,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,1,1,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,,1,ivory carvings,,Q,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,2,2,ivory carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,,1,ivory pieces,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,,10,ivory carvings,,E,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,1,,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,1,10,ivory carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,HK,XX,50,,ivory carvings,,E,I
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IT,XX,1,,ivory carvings,,E,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,JP,XX,3,3,ivory carvings,,E,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,MC,XX,40,40,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,NL,XX,7,2,ivory carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,RO,DE,,1,ivory carvings,sets,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,RO,XX,1,,ivory carvings,sets,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CL,CU,XX,,2,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,BE,XX,,6,carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,BE,XX,,1,tusks,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,NL,XX,,2,ivory carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CZ,CH,XX,,8,ivory carvings,sets,,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CZ,CH,XX,1,,ivory carvings,,Q,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CZ,CH,XX,,1,ivory carvings,,,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,5,,ivory carvings,sets,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,1,,ivory carvings,sets,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,,10,ivory carvings,sets,,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,5,,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,1,,ivory carvings,,Q,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,1,,ivory carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,,8,ivory carvings,,,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CU,XX,,10,ivory carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,RU,XX,3,,ivory carvings,,Q,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,RU,,,3,ivory carvings,,Q,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,EE,XX,,2,ivory carvings,,E,I
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,EE,XX,,1,tusks,,E,I
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,RU,,,2,ivory carvings,,Q,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,EE,LV,XX,2,,ivory carvings,,E,I
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,EE,LV,XX,1,,tusks,,E,I
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,EE,LV,,,3,carvings,,E,I
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,EG,CH,XX,,1,ivory carvings,sets,,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CN,XX,2,,tusks,,,I
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CU,XX,2,,carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CU,XX,,2,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CU,XX,,2,ivory carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CU,,1,,carvings,,P,U
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,FR,XX,,1,ivory carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,RU,,,9,ivory carvings,,Q,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,AR,XX,1,,carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,1,,carvings,sets,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,7,,carvings,,E,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,9,,carvings,,P,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,2,,carvings,,Q,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,50,,carvings,,T,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,,4,ivory carvings,sets,,O
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,,70,ivory carvings,,,O
